"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"75-84 years"	"75-84"	10040	239047	4200.0
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"85+ years"	"85+"	13258	97183	13642.3
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"< 1 year"	"1"	476	64923	733.2
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"1-4 years"	"1-4"	93	270420	34.4
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"5-14 years"	"5-14"	123	719785	17.1
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"15-24 years"	"15-24"	798	734891	108.6
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"25-34 years"	"25-34"	1301	730642	178.1
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"35-44 years"	"35-44"	1754	661938	265.0
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"45-54 years"	"45-54"	3605	685506	525.9
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"55-64 years"	"55-64"	7642	610792	1251.2
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"65-74 years"	"65-74"	10349	407759	2538.0
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"75-84 years"	"75-84"	10147	179310	5658.9
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"85+ years"	"85+"	7306	49450	14774.5
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	"< 1 year"	"1"	45	8407	535.3
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	34292	Suppressed
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	82227	Suppressed
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	"15-24 years"	"15-24"	22	78136	28.2
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	"25-34 years"	"25-34"	63	97172	64.8
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	"35-44 years"	"35-44"	87	89253	97.5
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	"45-54 years"	"45-54"	179	85258	210.0
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	"55-64 years"	"55-64"	471	92015	511.9
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	"65-74 years"	"65-74"	846	77104	1097.2
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	"75-84 years"	"75-84"	1041	39241	2652.8
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	"85+ years"	"85+"	2562	26384	9710.4
	"2018"	"2018"	"Hawaii"	"15"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	"< 1 year"	"1"	71	8817	805.3
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	36188	Suppressed
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	86596	Suppressed
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	"15-24 years"	"15-24"	64	89994	71.1
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	"25-34 years"	"25-34"	118	105834	111.5
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	"35-44 years"	"35-44"	176	91257	192.9
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	"45-54 years"	"45-54"	404	85366	473.3
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	"55-64 years"	"55-64"	909	88712	1024.7
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	"65-74 years"	"65-74"	1335	71829	1858.6
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	"75-84 years"	"75-84"	1293	31749	4072.6
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	"85+ years"	"85+"	1698	14660	11582.5
	"2018"	"2018"	"Hawaii"	"15"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	"< 1 year"	"1"	48	10897	440.5
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	46042	Suppressed
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	"5-14 years"	"5-14"	15	124544	Unreliable
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	"15-24 years"	"15-24"	63	115567	54.5
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	"25-34 years"	"25-34"	66	113394	58.2
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	"35-44 years"	"35-44"	140	108681	128.8
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	"45-54 years"	"45-54"	291	99529	292.4
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	"55-64 years"	"55-64"	678	110071	616.0
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	"65-74 years"	"65-74"	1148	85987	1335.1
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	"75-84 years"	"75-84"	1582	42506	3721.8
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	"85+ years"	"85+"	2687	17913	15000.3
	"2018"	"2018"	"Idaho"	"16"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	"< 1 year"	"1"	61	11451	532.7
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	47949	Suppressed
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	"5-14 years"	"5-14"	22	129457	17.0
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	"15-24 years"	"15-24"	168	123833	135.7
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	"25-34 years"	"25-34"	174	117988	147.5
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	"35-44 years"	"35-44"	232	111348	208.4
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	"45-54 years"	"45-54"	447	100396	445.2
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	"55-64 years"	"55-64"	989	104779	943.9
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	"65-74 years"	"65-74"	1669	82254	2029.1
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	"75-84 years"	"75-84"	1956	38116	5131.7
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	"85+ years"	"85+"	1810	11506	15730.9
	"2018"	"2018"	"Idaho"	"16"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"< 1 year"	"1"	402	72198	556.8
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"1-4 years"	"1-4"	60	299374	20.0
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"5-14 years"	"5-14"	96	782059	12.3
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"15-24 years"	"15-24"	306	821969	37.2
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"25-34 years"	"25-34"	608	874053	69.6
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"35-44 years"	"35-44"	1022	820353	124.6
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"45-54 years"	"45-54"	2238	829589	269.8
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"55-64 years"	"55-64"	5729	858102	667.6
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"65-74 years"	"65-74"	8570	610365	1404.1
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"75-84 years"	"75-84"	12900	335386	3846.3
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"85+ years"	"85+"	22709	176731	12849.5
	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"< 1 year"	"1"	540	75425	715.9
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"1-4 years"	"1-4"	65	313622	20.7
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"5-14 years"	"5-14"	127	815191	15.6
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"15-24 years"	"15-24"	870	853738	101.9
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"25-34 years"	"25-34"	1589	895728	177.4
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"35-44 years"	"35-44"	1915	819372	233.7
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"45-54 years"	"45-54"	3810	810261	470.2
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"55-64 years"	"55-64"	8835	807085	1094.7
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"65-74 years"	"65-74"	11519	531888	2165.7
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"75-84 years"	"75-84"	12938	248648	5203.3
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"85+ years"	"85+"	13170	89943	14642.6
	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"< 1 year"	"1"	230	39295	585.3
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"1-4 years"	"1-4"	46	164033	28.0
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"5-14 years"	"5-14"	68	429362	15.8
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"15-24 years"	"15-24"	229	452078	50.7
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"25-34 years"	"25-34"	436	435313	100.2
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"35-44 years"	"35-44"	745	411942	180.9
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"45-54 years"	"45-54"	1504	421829	356.5
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"55-64 years"	"55-64"	3554	448253	792.9
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"65-74 years"	"65-74"	5529	326700	1692.4
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"75-84 years"	"75-84"	7885	175931	4481.9
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"85+ years"	"85+"	12190	86840	14037.3
	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"< 1 year"	"1"	326	41244	790.4
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"1-4 years"	"1-4"	49	173972	28.2
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"5-14 years"	"5-14"	60	449334	13.4
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"15-24 years"	"15-24"	553	474789	116.5
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"25-34 years"	"25-34"	894	442125	202.2
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"35-44 years"	"35-44"	1210	410260	294.9
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"45-54 years"	"45-54"	2396	417995	573.2
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"55-64 years"	"55-64"	5454	425033	1283.2
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"65-74 years"	"65-74"	7359	288881	2547.4
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"75-84 years"	"75-84"	7877	132699	5936.0
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"85+ years"	"85+"	7098	43970	16142.8
	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	"< 1 year"	"1"	81	18704	433.1
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	"1-4 years"	"1-4"	13	78147	Unreliable
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	"5-14 years"	"5-14"	27	200027	13.5
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	"15-24 years"	"15-24"	64	214734	29.8
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	"25-34 years"	"25-34"	123	193593	63.5
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	"35-44 years"	"35-44"	222	186539	119.0
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	"45-54 years"	"45-54"	540	184495	292.7
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	"55-64 years"	"55-64"	1289	211221	610.3
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	"65-74 years"	"65-74"	2240	155752	1438.2
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	"75-84 years"	"75-84"	3479	89801	3874.1
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	"85+ years"	"85+"	7008	52325	13393.2
	"2018"	"2018"	"Iowa"	"19"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	"< 1 year"	"1"	110	19587	561.6
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	"1-4 years"	"1-4"	20	81780	24.5
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	"5-14 years"	"5-14"	33	209652	15.7
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	"15-24 years"	"15-24"	180	227166	79.2
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	"25-34 years"	"25-34"	287	204122	140.6
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	"35-44 years"	"35-44"	367	193396	189.8
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	"45-54 years"	"45-54"	835	186836	446.9
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	"55-64 years"	"55-64"	2173	206316	1053.2
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	"65-74 years"	"65-74"	3181	145121	2192.0
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	"75-84 years"	"75-84"	3784	70065	5400.7
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	"85+ years"	"85+"	4311	26766	16106.3
	"2018"	"2018"	"Iowa"	"19"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	"< 1 year"	"1"	106	17773	596.4
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	"1-4 years"	"1-4"	17	74937	Unreliable
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	"5-14 years"	"5-14"	26	194514	13.4
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	"15-24 years"	"15-24"	92	198600	46.3
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	"25-34 years"	"25-34"	152	185532	81.9
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	"35-44 years"	"35-44"	255	175989	144.9
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	"45-54 years"	"45-54"	527	167777	314.1
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	"55-64 years"	"55-64"	1334	191365	697.1
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	"65-74 years"	"65-74"	2161	136902	1578.5
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	"75-84 years"	"75-84"	3160	75157	4204.5
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	"85+ years"	"85+"	5835	42553	13712.3
	"2018"	"2018"	"Kansas"	"20"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"< 1 year"	"1"	130	18666	696.5
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"1-4 years"	"1-4"	13	77959	Unreliable
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"5-14 years"	"5-14"	36	203553	17.7
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"15-24 years"	"15-24"	238	214694	110.9
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"25-34 years"	"25-34"	333	197352	168.7
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"35-44 years"	"35-44"	420	180333	232.9
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"45-54 years"	"45-54"	794	168160	472.2
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"55-64 years"	"55-64"	2189	182060	1202.4
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"65-74 years"	"65-74"	2911	125955	2311.1
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"75-84 years"	"75-84"	3265	58691	5563.0
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"85+ years"	"85+"	3543	22983	15415.7
	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"< 1 year"	"1"	133	26128	509.0
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"1-4 years"	"1-4"	22	108276	20.3
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"5-14 years"	"5-14"	31	274484	11.3
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"15-24 years"	"15-24"	136	284811	47.8
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"25-34 years"	"25-34"	356	288157	123.5
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"35-44 years"	"35-44"	625	276761	225.8
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"45-54 years"	"45-54"	1279	291501	438.8
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"55-64 years"	"55-64"	2923	309737	943.7
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"65-74 years"	"65-74"	4526	231403	1955.9
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"75-84 years"	"75-84"	5940	122143	4863.2
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"85+ years"	"85+"	7656	53490	14313.0
	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"< 1 year"	"1"	182	27429	663.5
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"1-4 years"	"1-4"	42	113579	37.0
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"5-14 years"	"5-14"	47	288030	16.3
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"15-24 years"	"15-24"	370	303824	121.8
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"25-34 years"	"25-34"	689	296950	232.0
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"35-44 years"	"35-44"	1010	275188	367.0
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"45-54 years"	"45-54"	2104	285313	737.4
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"55-64 years"	"55-64"	4392	287608	1527.1
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"65-74 years"	"65-74"	5947	203802	2918.0
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"75-84 years"	"75-84"	5954	92660	6425.6
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"85+ years"	"85+"	4343	27128	16009.3
	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"< 1 year"	"1"	204	29224	698.1
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"1-4 years"	"1-4"	31	121466	25.5
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"5-14 years"	"5-14"	43	298753	14.4
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"15-24 years"	"15-24"	134	297297	45.1
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"25-34 years"	"25-34"	353	333810	105.7
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"35-44 years"	"35-44"	608	295620	205.7
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"45-54 years"	"45-54"	1223	289193	422.9
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"55-64 years"	"55-64"	2901	316760	915.8
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"65-74 years"	"65-74"	4163	229691	1812.4
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"75-84 years"	"75-84"	5361	120382	4453.3
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"85+ years"	"85+"	7079	53023	13350.8
	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"< 1 year"	"1"	250	30531	818.8
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"1-4 years"	"1-4"	57	125798	45.3
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"5-14 years"	"5-14"	72	310172	23.2
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"15-24 years"	"15-24"	463	308024	150.3
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"25-34 years"	"25-34"	829	333372	248.7
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"35-44 years"	"35-44"	1043	287906	362.3
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"45-54 years"	"45-54"	1836	274113	669.8
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"55-64 years"	"55-64"	4278	289506	1477.7
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"65-74 years"	"65-74"	5562	198255	2805.5
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"75-84 years"	"75-84"	5371	89055	6031.1
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"85+ years"	"85+"	4187	28027	14939.2
	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"< 1 year"	"1"	32	6042	529.6
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	25051	Suppressed
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	68720	Suppressed
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"15-24 years"	"15-24"	26	74356	35.0
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"25-34 years"	"25-34"	65	79498	81.8
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"35-44 years"	"35-44"	98	77296	126.8
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"45-54 years"	"45-54"	249	92001	270.6
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"55-64 years"	"55-64"	664	109594	605.9
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"65-74 years"	"65-74"	1156	84981	1360.3
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"75-84 years"	"75-84"	1817	43826	4145.9
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"85+ years"	"85+"	3066	21666	14151.2
	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"< 1 year"	"1"	35	6367	549.7
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	26822	Suppressed
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"5-14 years"	"5-14"	11	72111	Unreliable
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"15-24 years"	"15-24"	70	78059	89.7
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"25-34 years"	"25-34"	158	80842	195.4
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"35-44 years"	"35-44"	226	75087	301.0
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"45-54 years"	"45-54"	471	88172	534.2
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"55-64 years"	"55-64"	1082	102387	1056.8
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"65-74 years"	"65-74"	1626	78386	2074.4
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"75-84 years"	"75-84"	1947	35387	5502.0
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"85+ years"	"85+"	1905	11753	16208.6
	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"< 1 year"	"1"	187	34671	539.4
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"1-4 years"	"1-4"	34	143655	23.7
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"5-14 years"	"5-14"	30	366952	8.2
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"15-24 years"	"15-24"	129	371758	34.7
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"25-34 years"	"25-34"	390	418965	93.1
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"35-44 years"	"35-44"	570	396387	143.8
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"45-54 years"	"45-54"	1263	425372	296.9
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"55-64 years"	"55-64"	2718	427284	636.1
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"65-74 years"	"65-74"	4043	297546	1358.8
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"75-84 years"	"75-84"	5743	153390	3744.1
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"85+ years"	"85+"	9765	77817	12548.7
	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Maryland"	"24"	"Male"	"M"	"< 1 year"	"1"	245	36172	677.3
	"2018"	"2018"	"Maryland"	"24"	"Male"	"M"	"1-4 years"	"1-4"	32	150006	21.3
	"2018"	"2018"	"Maryland"	"24"	"Male"	"M"	"5-14 years"	"5-14"	44	381998	11.5
	"2018"	"2018"	"Maryland"	"24"	"Male"	"M"	"15-24 years"	"15-24"	432	386296	111.8
	"2018"	"2018"	"Maryland"	"24"	"Male"	"M"	"25-34 years"	"25-34"	940	415647	226.2
	"2018"	"2018"	"Maryland"	"24"	"Male"	"M"	"35-44 years"	"35-44"	1045	377414	276.9
	"2018"	"2018"	"Maryland"	"24"	"Male"	"M"	"45-54 years"	"45-54"	2028	393555	515.3
	"2018"	"2018"	"Maryland"	"24"	"Male"	"M"	"55-64 years"	"55-64"	4098	385450	1063.2
