"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"80-84 years"	"80-84"	2306	47906	4813.6
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"85-89 years"	"85-89"	2734	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"90-94 years"	"90-94"	2761	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"95-99 years"	"95-99"	1400	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"100+ years"	"100+"	354	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"< 1 year"	"1"	167	33798	494.1
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"1-4 years"	"1-4"	43	138077	31.1
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"5-9 years"	"5-9"	23	178246	12.9
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"10-14 years"	"10-14"	32	186758	17.1
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"15-19 years"	"15-19"	143	187092	76.4
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"20-24 years"	"20-24"	255	198446	128.5
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"25-29 years"	"25-29"	366	237618	154.0
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"30-34 years"	"30-34"	394	230112	171.2
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"35-39 years"	"35-39"	454	213837	212.3
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"40-44 years"	"40-44"	448	187414	239.0
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"45-49 years"	"45-49"	602	187909	320.4
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"50-54 years"	"50-54"	822	171416	479.5
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"55-59 years"	"55-59"	1385	179841	770.1
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"60-64 years "	"60-64"	1757	166684	1054.1
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"65-69 years"	"65-69"	1978	138241	1430.8
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"70-74 years"	"70-74"	2162	101535	2129.3
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"75-79 years"	"75-79"	2172	61396	3537.7
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"80-84 years"	"80-84"	2285	37054	6166.7
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"85-89 years"	"85-89"	2380	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"90-94 years"	"90-94"	1670	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"95-99 years"	"95-99"	609	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"100+ years"	"100+"	81	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"< 1 year"	"1"	65	17123	379.6
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	72324	Suppressed
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	96068	Suppressed
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	107100	Suppressed
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"15-19 years"	"15-19"	24	118377	20.3
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"20-24 years"	"20-24"	46	117948	39.0
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"25-29 years"	"25-29"	76	107163	70.9
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"30-34 years"	"30-34"	106	110610	95.8
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"35-39 years"	"35-39"	113	110641	102.1
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"40-44 years"	"40-44"	132	105090	125.6
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"45-49 years"	"45-49"	252	121234	207.9
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"50-54 years"	"50-54"	324	134120	241.6
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"55-59 years"	"55-59"	556	139157	399.5
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"60-64 years "	"60-64"	764	125352	609.5
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"65-69 years"	"65-69"	896	100778	889.1
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"70-74 years"	"70-74"	1194	82978	1438.9
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"75-79 years"	"75-79"	1514	59929	2526.3
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"80-84 years"	"80-84"	2004	42570	4707.5
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"85-89 years"	"85-89"	2730	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"90-94 years"	"90-94"	2879	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"95-99 years"	"95-99"	1710	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"100+ years"	"100+"	473	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"< 1 year"	"1"	82	17990	455.8
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"1-4 years"	"1-4"	12	75697	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"5-9 years"	"5-9"	17	99943	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"10-14 years"	"10-14"	12	110797	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"15-19 years"	"15-19"	53	123527	42.9
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"20-24 years"	"20-24"	135	125168	107.9
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"25-29 years"	"25-29"	174	115760	150.3
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"30-34 years"	"30-34"	199	111857	177.9
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"35-39 years"	"35-39"	225	107235	209.8
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"40-44 years"	"40-44"	287	100370	285.9
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"45-49 years"	"45-49"	389	113742	342.0
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"50-54 years"	"50-54"	659	125855	523.6
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"55-59 years"	"55-59"	940	130310	721.4
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"60-64 years "	"60-64"	1205	116986	1030.0
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"65-69 years"	"65-69"	1296	89542	1447.4
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"70-74 years"	"70-74"	1526	70272	2171.6
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"75-79 years"	"75-79"	1677	47457	3533.7
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"80-84 years"	"80-84"	1834	29724	6170.1
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"85-89 years"	"85-89"	2151	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"90-94 years"	"90-94"	1742	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"95-99 years"	"95-99"	661	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"100+ years"	"100+"	75	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"< 1 year"	"1"	31	5197	596.5
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	21956	Suppressed
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	27759	Suppressed
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	28604	Suppressed
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"15-19 years"	"15-19"	10	29783	Unreliable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"20-24 years"	"20-24"	15	28657	Unreliable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"25-29 years"	"25-29"	28	33210	84.3
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"30-34 years"	"30-34"	41	31104	131.8
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"35-39 years"	"35-39"	49	29794	164.5
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"40-44 years"	"40-44"	42	27201	154.4
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"45-49 years"	"45-49"	74	30219	244.9
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"50-54 years"	"50-54"	128	33531	381.7
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"55-59 years"	"55-59"	223	36260	615.0
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"60-64 years "	"60-64"	242	35778	676.4
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"65-69 years"	"65-69"	345	32164	1072.6
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"70-74 years"	"70-74"	434	26200	1656.5
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"75-79 years"	"75-79"	529	17937	2949.2
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"80-84 years"	"80-84"	575	11372	5056.3
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"85-89 years"	"85-89"	734	Not Applicable	Not Applicable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"90-94 years"	"90-94"	622	Not Applicable	Not Applicable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"95-99 years"	"95-99"	302	Not Applicable	Not Applicable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"100+ years"	"100+"	76	Not Applicable	Not Applicable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"< 1 year"	"1"	31	5448	569.0
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"1-4 years"	"1-4"	11	22210	Unreliable
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	28488	Suppressed
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	29050	Suppressed
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"15-19 years"	"15-19"	29	30580	94.8
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"20-24 years"	"20-24"	46	29692	154.9
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"25-29 years"	"25-29"	91	33770	269.5
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"30-34 years"	"30-34"	75	30979	242.1
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"35-39 years"	"35-39"	103	29056	354.5
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"40-44 years"	"40-44"	97	25417	381.6
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"45-49 years"	"45-49"	115	28213	407.6
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"50-54 years"	"50-54"	238	30528	779.6
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"55-59 years"	"55-59"	324	32533	995.9
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"60-64 years "	"60-64"	374	31068	1203.8
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"65-69 years"	"65-69"	465	27350	1700.2
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"70-74 years"	"70-74"	564	22480	2508.9
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"75-79 years"	"75-79"	626	14868	4210.4
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"80-84 years"	"80-84"	577	8878	6499.2
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"85-89 years"	"85-89"	616	Not Applicable	Not Applicable
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"90-94 years"	"90-94"	389	Not Applicable	Not Applicable
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"95-99 years"	"95-99"	129	Not Applicable	Not Applicable
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"100+ years"	"100+"	11	Not Applicable	Not Applicable
	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"< 1 year"	"1"	29	4846	598.4
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	17668	Suppressed
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	18496	Suppressed
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	14279	Suppressed
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	19365	Suppressed
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	29131	Suppressed
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"25-29 years"	"25-29"	18	44445	Unreliable
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"30-34 years"	"30-34"	23	42474	54.2
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"35-39 years"	"35-39"	35	31627	110.7
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"40-44 years"	"40-44"	30	21897	137.0
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"45-49 years"	"45-49"	66	19228	343.2
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"50-54 years"	"50-54"	91	18389	494.9
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"55-59 years"	"55-59"	151	18677	808.5
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"60-64 years "	"60-64"	214	18161	1178.3
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"65-69 years"	"65-69"	212	15800	1341.8
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"70-74 years"	"70-74"	219	12120	1806.9
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"75-79 years"	"75-79"	222	8515	2607.2
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"80-84 years"	"80-84"	249	5883	4232.5
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"85-89 years"	"85-89"	304	Not Applicable	Not Applicable
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"90-94 years"	"90-94"	314	Not Applicable	Not Applicable
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"95-99 years"	"95-99"	195	Not Applicable	Not Applicable
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"100+ years"	"100+"	67	Not Applicable	Not Applicable
	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"< 1 year"	"1"	35	5024	696.7
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	18079	Suppressed
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	19126	Suppressed
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	14294	Suppressed
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"15-19 years"	"15-19"	20	17535	114.1
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"20-24 years"	"20-24"	46	23793	193.3
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"25-29 years"	"25-29"	68	38651	175.9
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"30-34 years"	"30-34"	46	38517	119.4
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"35-39 years"	"35-39"	64	30585	209.3
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"40-44 years"	"40-44"	70	21565	324.6
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"45-49 years"	"45-49"	97	19559	495.9
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"50-54 years"	"50-54"	145	18277	793.3
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"55-59 years"	"55-59"	234	17999	1300.1
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"60-64 years "	"60-64"	301	15465	1946.3
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"65-69 years"	"65-69"	266	12184	2183.2
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"70-74 years"	"70-74"	264	9000	2933.3
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"75-79 years"	"75-79"	237	5904	4014.2
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"80-84 years"	"80-84"	205	3744	5475.4
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"85-89 years"	"85-89"	199	Not Applicable	Not Applicable
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"90-94 years"	"90-94"	171	Not Applicable	Not Applicable
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"95-99 years"	"95-99"	58	Not Applicable	Not Applicable
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"100+ years"	"100+"	18	Not Applicable	Not Applicable
	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"< 1 year"	"1"	583	108524	537.2
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"1-4 years"	"1-4"	93	449778	20.7
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"5-9 years"	"5-9"	64	566512	11.3
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"10-14 years"	"10-14"	64	591390	10.8
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"15-19 years"	"15-19"	171	588946	29.0
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"20-24 years"	"20-24"	343	620169	55.3
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"25-29 years"	"25-29"	555	703698	78.9
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"30-34 years"	"30-34"	715	667233	107.2
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"35-39 years"	"35-39"	875	661090	132.4
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"40-44 years"	"40-44"	1058	633891	166.9
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"45-49 years"	"45-49"	1678	685763	244.7
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"50-54 years"	"50-54"	2612	713926	365.9
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"55-59 years"	"55-59"	4283	764842	560.0
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"60-64 years "	"60-64"	5713	738959	773.1
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"65-69 years"	"65-69"	7064	686057	1029.7
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"70-74 years"	"70-74"	9136	604304	1511.8
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"75-79 years"	"75-79"	10855	451048	2406.6
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"80-84 years"	"80-84"	12680	307284	4126.5
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"85-89 years"	"85-89"	15208	Not Applicable	Not Applicable
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"90-94 years"	"90-94"	14276	Not Applicable	Not Applicable
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"95-99 years"	"95-99"	7312	Not Applicable	Not Applicable
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"100+ years"	"100+"	1772	Not Applicable	Not Applicable
	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	749	113516	659.8
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"1-4 years"	"1-4"	153	471365	32.5
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"5-9 years"	"5-9"	83	591075	14.0
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"10-14 years"	"10-14"	89	614857	14.5
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"15-19 years"	"15-19"	417	617476	67.5
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"20-24 years"	"20-24"	931	649654	143.3
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"25-29 years"	"25-29"	1226	732779	167.3
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"30-34 years"	"30-34"	1425	684545	208.2
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"35-39 years"	"35-39"	1637	657492	249.0
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"40-44 years"	"40-44"	1787	616291	290.0
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"45-49 years"	"45-49"	2617	666092	392.9
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"50-54 years"	"50-54"	4108	680591	603.6
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"55-59 years"	"55-59"	6814	705738	965.5
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"60-64 years "	"60-64"	9091	645062	1409.3
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"65-69 years"	"65-69"	10399	585823	1775.1
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"70-74 years"	"70-74"	12444	521718	2385.2
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"75-79 years"	"75-79"	13372	382138	3499.3
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"80-84 years"	"80-84"	13721	248280	5526.4
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"85-89 years"	"85-89"	13675	Not Applicable	Not Applicable
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"90-94 years"	"90-94"	9618	Not Applicable	Not Applicable
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"95-99 years"	"95-99"	3472	Not Applicable	Not Applicable
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"100+ years"	"100+"	479	Not Applicable	Not Applicable
	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	412	62029	664.2
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"1-4 years"	"1-4"	52	260042	20.0
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"5-9 years"	"5-9"	39	336533	11.6
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"10-14 years"	"10-14"	46	357344	12.9
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"15-19 years"	"15-19"	123	357658	34.4
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"20-24 years"	"20-24"	175	352473	49.6
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"25-29 years"	"25-29"	266	383763	69.3
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"30-34 years"	"30-34"	363	358841	101.2
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"35-39 years"	"35-39"	491	364309	134.8
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"40-44 years"	"40-44"	630	346355	181.9
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"45-49 years"	"45-49"	959	370050	259.2
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"50-54 years"	"50-54"	1467	355882	412.2
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"55-59 years"	"55-59"	2371	354814	668.2
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"60-64 years "	"60-64"	2949	320076	921.3
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"65-69 years"	"65-69"	3538	272296	1299.3
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"70-74 years"	"70-74"	4429	215364	2056.5
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"75-79 years"	"75-79"	4770	145504	3278.3
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"80-84 years"	"80-84"	5270	93543	5633.8
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"85-89 years"	"85-89"	5748	Not Applicable	Not Applicable
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"90-94 years"	"90-94"	4750	Not Applicable	Not Applicable
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"95-99 years"	"95-99"	2260	Not Applicable	Not Applicable
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"100+ years"	"100+"	500	Not Applicable	Not Applicable
	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"< 1 year"	"1"	476	64923	733.2
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"1-4 years"	"1-4"	93	270420	34.4
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"5-9 years"	"5-9"	51	349371	14.6
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"10-14 years"	"10-14"	72	370414	19.4
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"15-19 years"	"15-19"	279	370712	75.3
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"20-24 years"	"20-24"	519	364179	142.5
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"25-29 years"	"25-29"	638	383982	166.2
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"30-34 years"	"30-34"	663	346660	191.3
	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"35-39 years"	"35-39"	780	340919	228.8
